0 ('/bokeh/models/transforms.py', 'module_initializer', 'log')
9465 ('/bokeh/command/subcommands/__init__.py', '_collect', 'mod')
9466 ('/bokeh/command/subcommands/__init__.py', '_collect', 'name')
9467 ('/bokeh/command/subcommands/__init__.py', '_collect', 'attr')
9468 ('/bokeh/command/subcommands/__init__.py', '_collect', '_collect_ret')
9469 ('/release/checks.py', '_check_app_present', 'app')
9470 ('/release/checks.py', '_check_app_present', 'func')
9471 ('/release/checks.py', '_check_app_present', '_check_app_present_ret')
9472 ('/release/logger.py', '__init__', 'self')
9473 ('/bokeh/plotting/gmap.py', 'gmap', 'kwargs')
9474 ('/bokeh/plotting/gmap.py', 'gmap', 'google_api_key')
9475 ('/bokeh/plotting/gmap.py', 'gmap', 'map_options')
9476 ('/bokeh/plotting/gmap.py', 'gmap', 'gmap_ret')
9477 ('/bokeh/util/hex.py', 'axial_to_cartesian', 'aspect_scale')
9478 ('/bokeh/util/hex.py', 'axial_to_cartesian', 'q')
9479 ('/bokeh/util/hex.py', 'axial_to_cartesian', 'r')
9480 ('/bokeh/util/hex.py', 'axial_to_cartesian', 'size')
9481 ('/bokeh/util/hex.py', 'axial_to_cartesian', 'orientation')
9482 ('/bokeh/util/hex.py', 'axial_to_cartesian', 'x')
9483 ('/bokeh/util/hex.py', 'axial_to_cartesian', 'y')
9484 ('/bokeh/util/hex.py', 'axial_to_cartesian', 'axial_to_cartesian_ret')
9485 ('/sphinx/source/docs/user_guide/examples/tools_hover_tooltip_formatting.py', 'datetime', 'x')
9486 ('/sphinx/source/docs/user_guide/examples/tools_hover_tooltip_formatting.py', 'datetime', 'datetime_ret')
9487 ('/sphinx/source/docs/user_guide/examples/plotting_color_bars.py', 'normal2d', 'muy')
9488 ('/sphinx/source/docs/user_guide/examples/plotting_color_bars.py', 'normal2d', 'mux')
9489 ('/sphinx/source/docs/user_guide/examples/plotting_color_bars.py', 'normal2d', 'sigy')
9490 ('/sphinx/source/docs/user_guide/examples/plotting_color_bars.py', 'normal2d', 'sigx')
9491 ('/sphinx/source/docs/user_guide/examples/plotting_color_bars.py', 'normal2d', 'X')
9492 ('/sphinx/source/docs/user_guide/examples/plotting_color_bars.py', 'normal2d', 'Y')
9493 ('/sphinx/source/docs/user_guide/examples/plotting_color_bars.py', 'normal2d', 'z')
9494 ('/sphinx/source/docs/user_guide/examples/plotting_color_bars.py', 'normal2d', 'normal2d_ret')
9495 ('/bokeh/util/hex.py', 'hexbin', 'aspect_scale')
9496 ('/bokeh/util/hex.py', 'hexbin', 'orientation')
9497 ('/bokeh/util/hex.py', 'hexbin', 'x')
9498 ('/bokeh/util/hex.py', 'hexbin', 'y')
9499 ('/bokeh/util/hex.py', 'hexbin', 'size')
9500 ('/bokeh/util/hex.py', 'hexbin', 'pd')
9501 ('/bokeh/util/hex.py', 'hexbin', 'q')
9502 ('/bokeh/util/hex.py', 'hexbin', 'r')
9503 ('/bokeh/util/hex.py', 'hexbin', 'df')
9504 ('/bokeh/util/hex.py', 'hexbin', 'hexbin_ret')
9505 ('/sphinx/source/docs/user_guide/examples/categorical_ridgeplot.py', 'ridge', 'scale')
9506 ('/sphinx/source/docs/user_guide/examples/categorical_ridgeplot.py', 'ridge', 'category')
9507 ('/sphinx/source/docs/user_guide/examples/categorical_ridgeplot.py', 'ridge', 'data')
9508 ('/sphinx/source/docs/user_guide/examples/categorical_ridgeplot.py', 'ridge', 'ridge_ret')
9509 ('/sphinx/source/docs/user_guide/examples/js_events.py', 'display_event', 'style')
9510 ('/sphinx/source/docs/user_guide/examples/js_events.py', 'display_event', 'attributes')
9511 ('/sphinx/source/docs/user_guide/examples/js_events.py', 'display_event', 'div')
9512 ('/sphinx/source/docs/user_guide/examples/js_events.py', 'display_event', 'display_event_ret')
9513 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'bezier', 'start')
9514 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'bezier', 'end')
9515 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'bezier', 'control')
9516 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'bezier', 'steps')
9517 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'bezier', 's')
9518 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'bezier', 'bezier_ret')
9519 ('/examples/app/fourier_animated.py', 'create_plot', 'cfoos')
9520 ('/examples/app/fourier_animated.py', 'create_plot', 'period')
9521 ('/examples/app/fourier_animated.py', 'create_plot', 'y_range')
9522 ('/examples/app/fourier_animated.py', 'create_plot', 'r')
9523 ('/examples/app/fourier_animated.py', 'create_plot', 'title')
9524 ('/examples/app/fourier_animated.py', 'create_plot', 'foos')
9525 ('/examples/app/fourier_animated.py', 'create_plot', 'p')
9526 ('/examples/app/fourier_animated.py', 'create_plot', '_sources')
9527 ('/examples/app/fourier_animated.py', 'create_plot', 'cx')
9528 ('/examples/app/fourier_animated.py', 'create_plot', 'cy')
9529 ('/examples/app/fourier_animated.py', 'create_plot', 'i')
9530 ('/examples/app/fourier_animated.py', 'create_plot', 'foo')
9531 ('/examples/app/fourier_animated.py', 'create_plot', 'sources')
9532 ('/examples/app/fourier_animated.py', 'create_plot', 'cp')
9533 ('/examples/app/fourier_animated.py', 'create_plot', 'full_y')
9534 ('/examples/app/fourier_animated.py', 'create_plot', 'create_plot_ret')
9535 ('/examples/app/fourier_animated.py', 'create_centric_plot', 'cfoos')
9536 ('/examples/app/fourier_animated.py', 'create_centric_plot', 'period')
9537 ('/examples/app/fourier_animated.py', 'create_centric_plot', 'y_range')
9538 ('/examples/app/fourier_animated.py', 'create_centric_plot', 'r')
9539 ('/examples/app/fourier_animated.py', 'create_centric_plot', 'title')
9540 ('/examples/app/fourier_animated.py', 'create_centric_plot', 'foos')
9541 ('/examples/app/fourier_animated.py', 'create_centric_plot', 'p')
9542 ('/examples/app/fourier_animated.py', 'create_centric_plot', '_sources')
9543 ('/examples/app/fourier_animated.py', 'create_centric_plot', 'i')
9544 ('/examples/app/fourier_animated.py', 'create_centric_plot', 'foo')
9545 ('/examples/app/fourier_animated.py', 'create_centric_plot', 'sources')
9546 ('/examples/app/fourier_animated.py', 'create_centric_plot', 'legend_label')
9547 ('/examples/app/fourier_animated.py', 'create_centric_plot', 'create_centric_plot_ret')
9548 ('/examples/app/surface3d/main.py', 'compute', 't')
9549 ('/examples/app/surface3d/main.py', 'compute', 'value')
9550 ('/examples/app/surface3d/main.py', 'compute', 'compute_ret')
9551 ('/examples/app/crossfilter/main.py', 'create_figure', 'xs')
9552 ('/examples/app/crossfilter/main.py', 'create_figure', 'ys')
9553 ('/examples/app/crossfilter/main.py', 'create_figure', 'x_title')
9554 ('/examples/app/crossfilter/main.py', 'create_figure', 'y_title')
9555 ('/examples/app/crossfilter/main.py', 'create_figure', 'kw')
9556 ('/examples/app/crossfilter/main.py', 'create_figure', 'p')
9557 ('/examples/app/crossfilter/main.py', 'create_figure', 'sz')
9558 ('/examples/app/crossfilter/main.py', 'create_figure', 'groups')
9559 ('/examples/app/crossfilter/main.py', 'create_figure', 'xx')
9560 ('/examples/app/crossfilter/main.py', 'create_figure', 'c')
9561 ('/examples/app/crossfilter/main.py', 'create_figure', 'create_figure_ret')
9562 ('/examples/embed/autoload_static.py', 'make_plot', 'colormap')
9563 ('/examples/embed/autoload_static.py', 'make_plot', 'x')
9564 ('/examples/embed/autoload_static.py', 'make_plot', 'colors')
9565 ('/examples/embed/autoload_static.py', 'make_plot', 'p')
9566 ('/examples/embed/autoload_static.py', 'make_plot', 'make_plot_ret')
9567 ('/bokeh/embed/standalone.py', 'autoload_static', 'model')
9568 ('/bokeh/embed/standalone.py', 'autoload_static', 'resources')
9569 ('/bokeh/embed/standalone.py', 'autoload_static', 'script_path')
9570 ('/bokeh/embed/standalone.py', 'autoload_static', 'models')
9571 ('/bokeh/embed/standalone.py', 'autoload_static', 'docs_json')
9572 ('/bokeh/embed/standalone.py', 'autoload_static', 'bundle')
9573 ('/bokeh/embed/standalone.py', 'autoload_static', '_')
9574 ('/bokeh/embed/standalone.py', 'autoload_static', 'elementid')
9575 ('/bokeh/embed/standalone.py', 'autoload_static', 'js')
9576 ('/bokeh/embed/standalone.py', 'autoload_static', 'tag')
9577 ('/bokeh/embed/standalone.py', 'autoload_static', 'autoload_static_ret')
9578 ('/examples/embed/custom_server/color_scatter_server.py', 'render_plot', 'N')
9579 ('/examples/embed/custom_server/color_scatter_server.py', 'render_plot', 'x')
9580 ('/examples/embed/custom_server/color_scatter_server.py', 'render_plot', 'y')
9581 ('/examples/embed/custom_server/color_scatter_server.py', 'render_plot', 'radii')
9582 ('/examples/embed/custom_server/color_scatter_server.py', 'render_plot', 'r')
9583 ('/examples/embed/custom_server/color_scatter_server.py', 'render_plot', 'g')
9584 ('/examples/embed/custom_server/color_scatter_server.py', 'render_plot', 'colors')
9585 ('/examples/embed/custom_server/color_scatter_server.py', 'render_plot', 'TOOLS')
9586 ('/examples/embed/custom_server/color_scatter_server.py', 'render_plot', 'p')
9587 ('/examples/embed/custom_server/color_scatter_server.py', 'render_plot', 'js')
9588 ('/examples/embed/custom_server/color_scatter_server.py', 'render_plot', 'tag')
9589 ('/examples/embed/custom_server/color_scatter_server.py', 'render_plot', 'html')
9590 ('/examples/embed/custom_server/color_scatter_server.py', 'render_plot', 'render_plot_ret')
9591 ('/examples/integration/glyphs/frame_clipping_multi_backend.py', 'make_figure', 'output_backend')
9592 ('/examples/integration/glyphs/frame_clipping_multi_backend.py', 'make_figure', 'p')
9593 ('/examples/integration/glyphs/frame_clipping_multi_backend.py', 'make_figure', 'make_figure_ret')
9594 ('/examples/integration/glyphs/log_scale_multi_backend.py', 'make_figure', 'output_backend')
9595 ('/examples/integration/glyphs/log_scale_multi_backend.py', 'make_figure', 'x')
9596 ('/examples/integration/glyphs/log_scale_multi_backend.py', 'make_figure', 'p')
9597 ('/examples/integration/glyphs/log_scale_multi_backend.py', 'make_figure', 'make_figure_ret')
9598 ('/examples/integration/annotations/color_bar.py', 'test_color_bar_placement_and_render', 'plot')
9599 ('/examples/integration/annotations/color_bar.py', 'test_color_bar_placement_and_render', 'bar_vertical_right_panel')
9600 ('/examples/integration/annotations/color_bar.py', 'test_color_bar_placement_and_render', 'bar_vertical_in_frame')
9601 ('/examples/integration/annotations/color_bar.py', 'test_color_bar_placement_and_render', 'bar_horizontal_below_panel')
9602 ('/examples/integration/annotations/color_bar.py', 'test_color_bar_placement_and_render', 'bar_horizontal_in_frame')
9603 ('/examples/integration/annotations/color_bar.py', 'test_color_bar_placement_and_render', 'test_color_bar_placement_and_render_ret')
9604 ('/examples/integration/annotations/color_bar.py', 'test_color_bar_with_scale_alpha', 'plot')
9605 ('/examples/integration/annotations/color_bar.py', 'test_color_bar_with_scale_alpha', 'bar_vertical_in_frame')
9606 ('/examples/integration/annotations/color_bar.py', 'test_color_bar_with_scale_alpha', 'test_color_bar_with_scale_alpha_ret')
9607 ('/examples/integration/annotations/title.py', 'make_plot', 'two_axes')
9608 ('/examples/integration/annotations/title.py', 'make_plot', 'location')
9609 ('/examples/integration/annotations/title.py', 'make_plot', 'title_align')
9610 ('/examples/integration/annotations/title.py', 'make_plot', 'plot')
9611 ('/examples/integration/annotations/title.py', 'make_plot', 'make_plot_ret')
9612 ('/examples/models/file/donut.py', 'polar_to_cartesian', 'r')
9613 ('/examples/models/file/donut.py', 'polar_to_cartesian', 'start_angles')
9614 ('/examples/models/file/donut.py', 'polar_to_cartesian', 'end_angles')
9615 ('/examples/models/file/donut.py', 'polar_to_cartesian', 'cartesian')
9616 ('/examples/models/file/donut.py', 'polar_to_cartesian', 'points')
9617 ('/examples/models/file/donut.py', 'polar_to_cartesian', 'start')
9618 ('/examples/models/file/donut.py', 'polar_to_cartesian', 'end')
9619 ('/examples/models/file/donut.py', 'polar_to_cartesian', 'polar_to_cartesian_ret')
9620 ('/examples/models/file/donut.py', 'to_base64', 'png')
9621 ('/examples/models/file/donut.py', 'to_base64', 'to_base64_ret')
9622 ('/examples/models/file/legends.py', 'add_legend', 'location')
9623 ('/examples/models/file/legends.py', 'add_legend', 'orientation')
9624 ('/examples/models/file/legends.py', 'add_legend', 'side')
9625 ('/examples/models/file/legends.py', 'add_legend', 'legend')
9626 ('/examples/models/file/graphs.py', 'create_graph', 'kwargs')
9627 ('/examples/models/file/graphs.py', 'create_graph', 'selection_policy')
9628 ('/examples/models/file/graphs.py', 'create_graph', 'inspection_policy')
9629 ('/examples/models/file/graphs.py', 'create_graph', 'layout_func')
9630 ('/examples/models/file/graphs.py', 'create_graph', 'plot')
9631 ('/examples/models/file/graphs.py', 'create_graph', 'graph_renderer')
9632 ('/examples/models/file/graphs.py', 'create_graph', 'create_graph_ret')
9633 ('/examples/plotting/file/aspect.py', 'draw_test_figure', 'height')
9634 ('/examples/plotting/file/aspect.py', 'draw_test_figure', 'width')
9635 ('/examples/plotting/file/aspect.py', 'draw_test_figure', 'aspect_scale')
9636 ('/examples/plotting/file/aspect.py', 'draw_test_figure', 'p')
9637 ('/examples/plotting/file/aspect.py', 'draw_test_figure', 'draw_test_figure_ret')
9638 ('/examples/plotting/file/color_sliders.py', 'rgb_to_hex', 'rgb')
9639 ('/examples/plotting/file/color_sliders.py', 'rgb_to_hex', 'rgb_to_hex_ret')
9640 ('/examples/plotting/file/color_sliders.py', 'generate_color_range', 'N')
9641 ('/examples/plotting/file/color_sliders.py', 'generate_color_range', 'I')
9642 ('/examples/plotting/file/color_sliders.py', 'generate_color_range', 'x')
9643 ('/examples/plotting/file/color_sliders.py', 'generate_color_range', 'HSV_tuples')
9644 ('/examples/plotting/file/color_sliders.py', 'generate_color_range', 'RGB_tuples')
9645 ('/examples/plotting/file/color_sliders.py', 'generate_color_range', 'for_conversion')
9646 ('/examples/plotting/file/color_sliders.py', 'generate_color_range', 'RGB_tuple')
9647 ('/examples/plotting/file/color_sliders.py', 'generate_color_range', 'hex_colors')
9648 ('/examples/plotting/file/color_sliders.py', 'generate_color_range', 'generate_color_range_ret')
9649 ('/examples/plotting/file/vector.py', 'streamlines', 'density')
9650 ('/examples/plotting/file/vector.py', 'streamlines', 'x')
9651 ('/examples/plotting/file/vector.py', 'streamlines', 'y')
9652 ('/examples/plotting/file/vector.py', 'streamlines', 'u')
9653 ('/examples/plotting/file/vector.py', 'streamlines', 'v')
9654 ('/examples/plotting/file/vector.py', 'streamlines', 'NGX')
9655 ('/examples/plotting/file/vector.py', 'streamlines', 'NGY')
9656 ('/examples/plotting/file/vector.py', 'streamlines', 'DX')
9657 ('/examples/plotting/file/vector.py', 'streamlines', 'DY')
9658 ('/examples/plotting/file/vector.py', 'streamlines', 'XOFF')
9659 ('/examples/plotting/file/vector.py', 'streamlines', 'YOFF')
9660 ('/examples/plotting/file/vector.py', 'streamlines', 'speed')
9661 ('/examples/plotting/file/vector.py', 'streamlines', 'NBX')
9662 ('/examples/plotting/file/vector.py', 'streamlines', 'NBY')
9663 ('/examples/plotting/file/vector.py', 'streamlines', 'blank')
9664 ('/examples/plotting/file/vector.py', 'streamlines', 'bx_spacing')
9665 ('/examples/plotting/file/vector.py', 'streamlines', 'by_spacing')
9666 ('/examples/plotting/file/vector.py', 'streamlines', 'blank_pos')
9667 ('/examples/plotting/file/vector.py', 'streamlines', 'value_at')
9668 ('/examples/plotting/file/vector.py', 'streamlines', 'rk4_integrate')
9669 ('/examples/plotting/file/vector.py', 'streamlines', 'trajectories')
9670 ('/examples/plotting/file/vector.py', 'streamlines', 'traj')
9671 ('/examples/plotting/file/vector.py', 'streamlines', 'indent')
9672 ('/examples/plotting/file/vector.py', 'streamlines', 'xi')
9673 ('/examples/plotting/file/vector.py', 'streamlines', 't')
9674 ('/examples/plotting/file/vector.py', 'streamlines', 'xs')
9675 ('/examples/plotting/file/vector.py', 'streamlines', 'ys')
9676 ('/examples/plotting/file/vector.py', 'streamlines', 'streamlines_ret')
9677 ('/examples/plotting/file/histogram.py', 'make_plot', 'title')
9678 ('/examples/plotting/file/histogram.py', 'make_plot', 'hist')
9679 ('/examples/plotting/file/histogram.py', 'make_plot', 'edges')
9680 ('/examples/plotting/file/histogram.py', 'make_plot', 'x')
9681 ('/examples/plotting/file/histogram.py', 'make_plot', 'pdf')
9682 ('/examples/plotting/file/histogram.py', 'make_plot', 'cdf')
9683 ('/examples/plotting/file/histogram.py', 'make_plot', 'p')
9684 ('/examples/plotting/file/histogram.py', 'make_plot', 'make_plot_ret')
9685 ('/examples/plotting/file/tile_demo.py', 'lnglat_to_meters', 'longitude')
9686 ('/examples/plotting/file/tile_demo.py', 'lnglat_to_meters', 'latitude')
9687 ('/examples/plotting/file/tile_demo.py', 'lnglat_to_meters', 'origin_shift')
9688 ('/examples/plotting/file/tile_demo.py', 'lnglat_to_meters', 'easting')
9689 ('/examples/plotting/file/tile_demo.py', 'lnglat_to_meters', 'northing')
9690 ('/examples/plotting/file/tile_demo.py', 'lnglat_to_meters', 'lnglat_to_meters_ret')
9691 ('/examples/plotting/file/color_data_map.py', 'make_plot', 'mapper_type')
9692 ('/examples/plotting/file/color_data_map.py', 'make_plot', 'palette')
9693 ('/examples/plotting/file/color_data_map.py', 'make_plot', 'mapper_opts')
9694 ('/examples/plotting/file/color_data_map.py', 'make_plot', 'mapper')
9695 ('/examples/plotting/file/color_data_map.py', 'make_plot', 'p')
9696 ('/examples/plotting/file/color_data_map.py', 'make_plot', 'color_bar')
9697 ('/examples/plotting/file/color_data_map.py', 'make_plot', 'make_plot_ret')
9698 ('/examples/plotting/file/multi_legend.py', 'datetime', 'x')
9699 ('/examples/plotting/file/multi_legend.py', 'datetime', 'datetime_ret')
9700 ('/examples/plotting/file/brewer.py', 'stacked', 'df')
9701 ('/examples/plotting/file/brewer.py', 'stacked', 'df_top')
9702 ('/examples/plotting/file/brewer.py', 'stacked', 'df_bottom')
9703 ('/examples/plotting/file/brewer.py', 'stacked', 'df_stack')
9704 ('/examples/plotting/file/brewer.py', 'stacked', 'stacked_ret')
9705 ('/examples/plotting/file/ridgeplot.py', 'ridge', 'scale')
9706 ('/examples/plotting/file/ridgeplot.py', 'ridge', 'category')
9707 ('/examples/plotting/file/ridgeplot.py', 'ridge', 'data')
9708 ('/examples/plotting/file/ridgeplot.py', 'ridge', 'ridge_ret')
9709 ('/bokeh/server/django/routing.py', 'autoload', 'url')
9710 ('/bokeh/server/django/routing.py', 'autoload', 'app')
9711 ('/bokeh/server/django/routing.py', 'autoload', 'autoload_ret')
9712 ('/bokeh/server/django/routing.py', 'document', 'url')
9713 ('/bokeh/server/django/routing.py', 'document', 'app')
9714 ('/bokeh/server/django/routing.py', 'document', 'document_ret')
9715 ('/bokeh/server/django/routing.py', 'directory', 'apps_paths')
9716 ('/bokeh/server/django/routing.py', 'directory', 'paths')
9717 ('/bokeh/server/django/routing.py', 'directory', 'apps_path')
9718 ('/bokeh/server/django/routing.py', 'directory', 'entry')
9719 ('/bokeh/server/django/routing.py', 'directory', 'url')
9720 ('/bokeh/server/django/routing.py', 'directory', 'app')
