0 ('/sc2/maps.py', 'module_initializer', 'logger')
4395 ('/sc2/game_info.py', 'corner_depots', 'p1')
4396 ('/sc2/game_info.py', 'corner_depots', 'p2')
4397 ('/sc2/game_info.py', 'corner_depots', 'center')
4398 ('/sc2/game_info.py', 'corner_depots', 'depotPosition')
4399 ('/sc2/game_info.py', 'corner_depots', 'intersects')
4400 ('/sc2/game_info.py', 'corner_depots', 'corner_depots_ret')
4401 ('/sc2/game_info.py', 'barracks_can_fit_addon', 'self')
4402 ('/sc2/game_info.py', 'barracks_can_fit_addon', 'barracks_can_fit_addon_ret')
4403 ('/sc2/game_info.py', 'barracks_correct_placement', 'self')
4404 ('/sc2/game_info.py', 'barracks_correct_placement', 'barracks_correct_placement_ret')
4405 ('/sc2/game_state.py', 'is_blip', 'self')
4406 ('/sc2/game_state.py', 'is_blip', 'is_blip_ret')
4407 ('/sc2/game_state.py', 'is_snapshot', 'self')
4408 ('/sc2/game_state.py', 'is_snapshot', 'is_snapshot_ret')
4409 ('/sc2/game_state.py', 'is_visible', 'self')
4410 ('/sc2/game_state.py', 'is_visible', 'is_visible_ret')
4411 ('/sc2/game_state.py', 'alliance', 'self')
4412 ('/sc2/game_state.py', 'alliance', 'alliance_ret')
4413 ('/sc2/game_state.py', 'is_mine', 'self')
4414 ('/sc2/game_state.py', 'is_mine', 'is_mine_ret')
4415 ('/sc2/game_state.py', 'is_enemy', 'self')
4416 ('/sc2/game_state.py', 'is_enemy', 'is_enemy_ret')
4417 ('/sc2/game_state.py', 'position', 'self')
4418 ('/sc2/game_state.py', 'position', 'position_ret')
4419 ('/sc2/game_state.py', 'position3d', 'self')
4420 ('/sc2/game_state.py', 'position3d', 'position3d_ret')
4421 ('/sc2/game_state.py', 'id', 'self')
4422 ('/sc2/game_state.py', 'id', 'id_ret')
4423 ('/sc2/game_state.py', 'positions', 'self')
4424 ('/sc2/game_state.py', 'positions', 'p')
4425 ('/sc2/game_state.py', 'positions', 'positions_ret')
4426 ('/sc2/player.py', '__init__', 'actual_race')
4427 ('/sc2/player.py', '__init__', 'player_id')
4428 ('/sc2/player.py', '__init__', 'type')
4429 ('/sc2/player.py', '__init__', 'requested_race')
4430 ('/sc2/client.py', 'debug_leave', 'self')
4431 ('/sc2/unit.py', '__init__', 'self')
4432 ('/sc2/unit.py', '__init__', 'proto_data')
4433 ('/sc2/unit.py', '__init__', 'game_data')
4434 ('/sc2/client.py', 'debug_create_unit', 'self')
4435 ('/sc2/client.py', 'debug_create_unit', 'unit_spawn_commands')
4436 ('/sc2/client.py', 'debug_create_unit', 'unit_type')
4437 ('/sc2/client.py', 'debug_create_unit', 'amount_of_units')
4438 ('/sc2/client.py', 'debug_create_unit', 'position')
4439 ('/sc2/client.py', 'debug_create_unit', 'owner_id')
4440 ('/sc2/client.py', 'debug_kill_unit', 'self')
4441 ('/sc2/client.py', 'debug_kill_unit', 'unit_tags')
4442 ('/sc2/client.py', 'move_camera', 'self')
4443 ('/sc2/client.py', 'move_camera', 'position')
4444 ('/sc2/client.py', 'debug_text', 'size_px')
4445 ('/sc2/client.py', 'debug_text', 'color')
4446 ('/sc2/client.py', 'debug_text', 'self')
4447 ('/sc2/client.py', 'debug_text', 'texts')
4448 ('/sc2/client.py', 'debug_text', 'positions')
4449 ('/sc2/client.py', 'debug_text', 't')
4450 ('/sc2/client.py', 'debug_text', 'p')
4451 ('/sc2/client.py', 'debug_text_simple', 'self')
4452 ('/sc2/client.py', 'debug_text_simple', 'text')
4453 ('/sc2/client.py', 'debug_text_screen', 'size')
4454 ('/sc2/client.py', 'debug_text_screen', 'color')
4455 ('/sc2/client.py', 'debug_text_screen', 'self')
4456 ('/sc2/client.py', 'debug_text_screen', 'text')
4457 ('/sc2/client.py', 'debug_text_screen', 'pos')
4458 ('/sc2/client.py', 'debug_text_2d', 'size')
4459 ('/sc2/client.py', 'debug_text_2d', 'color')
4460 ('/sc2/client.py', 'debug_text_2d', 'self')
4461 ('/sc2/client.py', 'debug_text_2d', 'text')
4462 ('/sc2/client.py', 'debug_text_2d', 'pos')
4463 ('/sc2/client.py', 'debug_text_2d', 'debug_text_2d_ret')
4464 ('/sc2/client.py', 'debug_text_world', 'size')
4465 ('/sc2/client.py', 'debug_text_world', 'color')
4466 ('/sc2/client.py', 'debug_text_world', 'self')
4467 ('/sc2/client.py', 'debug_text_world', 'text')
4468 ('/sc2/client.py', 'debug_text_world', 'pos')
4469 ('/sc2/client.py', 'debug_text_3d', 'size')
4470 ('/sc2/client.py', 'debug_text_3d', 'color')
4471 ('/sc2/client.py', 'debug_text_3d', 'self')
4472 ('/sc2/client.py', 'debug_text_3d', 'text')
4473 ('/sc2/client.py', 'debug_text_3d', 'pos')
4474 ('/sc2/client.py', 'debug_text_3d', 'debug_text_3d_ret')
4475 ('/sc2/client.py', 'debug_line_out', 'color')
4476 ('/sc2/client.py', 'debug_line_out', 'self')
4477 ('/sc2/client.py', 'debug_line_out', 'p0')
4478 ('/sc2/client.py', 'debug_line_out', 'p1')
4479 ('/sc2/client.py', 'debug_box_out', 'color')
4480 ('/sc2/client.py', 'debug_box_out', 'self')
4481 ('/sc2/client.py', 'debug_box_out', 'p_min')
4482 ('/sc2/client.py', 'debug_box_out', 'p_max')
4483 ('/sc2/client.py', 'debug_sphere_out', 'color')
4484 ('/sc2/client.py', 'debug_sphere_out', 'self')
4485 ('/sc2/client.py', 'debug_sphere_out', 'p')
4486 ('/sc2/client.py', 'debug_sphere_out', 'r')
4487 ('/sc2/client.py', 'send_debug', 'self')
4488 ('/sc2/client.py', 'to_debug_color', 'self')
4489 ('/sc2/client.py', 'to_debug_color', 'color')
4490 ('/sc2/client.py', 'to_debug_color', 'to_debug_color_ret')
4491 g: 25
4492 b: 25
4493 ('/sc2/client.py', 'to_debug_color', 'r')
4494 ('/sc2/client.py', 'to_debug_color', 'g')
4495 ('/sc2/client.py', 'to_debug_color', 'b')
4496 ('/sc2/client.py', 'to_debug_point', 'self')
4497 ('/sc2/client.py', 'to_debug_point', 'point')
4498 ('/sc2/client.py', 'to_debug_point', 'to_debug_point_ret')
4499 ('/sc2/client.py', 'to_debug_message', 'size')
4500 ('/sc2/client.py', 'to_debug_message', 'pos')
4501 ('/sc2/client.py', 'to_debug_message', 'color')
4502 ('/sc2/client.py', 'to_debug_message', 'self')
4503 ('/sc2/client.py', 'to_debug_message', 'text')
4504 ('/sc2/client.py', 'to_debug_message', 'pt3d')
4505 ('/sc2/client.py', 'to_debug_message', 'virtual_pos')
4506 ('/sc2/client.py', 'to_debug_message', 'to_debug_message_ret')
4507 ('/sc2/portconfig.py', 'as_json', 'self')
4508 ('/sc2/portconfig.py', 'as_json', 'as_json_ret')
4509 ('/sc2/unit.py', 'type_id', 'self')
4510 ('/sc2/unit.py', 'type_id', 'unit_type')
4511 ('/sc2/unit.py', 'type_id', 'type_id_ret')
4512 ('/sc2/unit.py', 'name', 'self')
4513 ('/sc2/unit.py', 'name', 'name_ret')
4514 ('/sc2/unit.py', 'race', 'self')
4515 ('/sc2/unit.py', 'race', 'race_ret')
4516 ('/sc2/unit.py', 'tag', 'self')
4517 ('/sc2/unit.py', 'tag', 'tag_ret')
4518 ('/sc2/unit.py', 'is_structure', 'self')
4519 ('/sc2/unit.py', 'is_structure', 'is_structure_ret')
4520 ('/sc2/unit.py', 'is_light', 'self')
4521 ('/sc2/unit.py', 'is_light', 'is_light_ret')
4522 ('/sc2/unit.py', 'is_armored', 'self')
4523 ('/sc2/unit.py', 'is_armored', 'is_armored_ret')
4524 ('/sc2/unit.py', 'is_biological', 'self')
4525 ('/sc2/unit.py', 'is_biological', 'is_biological_ret')
4526 ('/sc2/unit.py', 'is_mechanical', 'self')
4527 ('/sc2/unit.py', 'is_mechanical', 'is_mechanical_ret')
4528 ('/sc2/unit.py', 'is_robotic', 'self')
4529 ('/sc2/unit.py', 'is_robotic', 'is_robotic_ret')
4530 ('/sc2/unit.py', 'is_massive', 'self')
4531 ('/sc2/unit.py', 'is_massive', 'is_massive_ret')
4532 ('/sc2/unit.py', 'is_psionic', 'self')
4533 ('/sc2/unit.py', 'is_psionic', 'is_psionic_ret')
4534 ('/sc2/unit.py', 'cargo_size', 'self')
4535 ('/sc2/unit.py', 'cargo_size', 'cargo_size_ret')
4536 ('/sc2/unit.py', 'can_attack', 'self')
4537 ('/sc2/unit.py', 'can_attack', 'can_attack_ret')
4538 ('/sc2/unit.py', 'can_attack_ground', 'self')
4539 ('/sc2/unit.py', 'can_attack_ground', 'weapon')
4540 ('/sc2/unit.py', 'can_attack_ground', 'can_attack_ground_ret')
4541 ('/sc2/unit.py', 'ground_dps', 'self')
4542 ('/sc2/unit.py', 'ground_dps', 'weapon')
4543 ('/sc2/unit.py', 'ground_dps', 'ground_dps_ret')
4544 ('/sc2/unit.py', 'ground_range', 'self')
4545 ('/sc2/unit.py', 'ground_range', 'weapon')
4546 ('/sc2/unit.py', 'ground_range', 'ground_range_ret')
4547 ('/sc2/unit.py', 'can_attack_air', 'self')
4548 ('/sc2/unit.py', 'can_attack_air', 'weapon')
4549 ('/sc2/unit.py', 'can_attack_air', 'can_attack_air_ret')
4550 ('/sc2/unit.py', 'air_dps', 'self')
4551 ('/sc2/unit.py', 'air_dps', 'weapon')
4552 ('/sc2/unit.py', 'air_dps', 'air_dps_ret')
4553 ('/sc2/unit.py', 'air_range', 'self')
4554 ('/sc2/unit.py', 'air_range', 'weapon')
4555 ('/sc2/unit.py', 'air_range', 'air_range_ret')
4556 ('/sc2/unit.py', 'bonus_damage', 'self')
4557 ('/sc2/unit.py', 'bonus_damage', 'weapon')
4558 ('/sc2/unit.py', 'bonus_damage', 'b')
4559 ('/sc2/unit.py', 'bonus_damage', 'bonus_damage_ret')
4560 ('/sc2/unit.py', 'armor', 'self')
4561 ('/sc2/unit.py', 'armor', 'armor_ret')
4562 ('/sc2/unit.py', 'sight_range', 'self')
4563 ('/sc2/unit.py', 'sight_range', 'sight_range_ret')
4564 ('/sc2/unit.py', 'movement_speed', 'self')
4565 ('/sc2/unit.py', 'movement_speed', 'movement_speed_ret')
4566 ('/sc2/unit.py', 'health', 'self')
4567 ('/sc2/unit.py', 'health', 'health_ret')
4568 ('/sc2/unit.py', 'health_max', 'self')
4569 ('/sc2/unit.py', 'health_max', 'health_max_ret')
4570 ('/sc2/unit.py', 'health_percentage', 'self')
4571 ('/sc2/unit.py', 'health_percentage', 'health_percentage_ret')
4572 ('/sc2/unit.py', 'shield', 'self')
4573 ('/sc2/unit.py', 'shield', 'shield_ret')
4574 ('/sc2/unit.py', 'shield_max', 'self')
4575 ('/sc2/unit.py', 'shield_max', 'shield_max_ret')
4576 ('/sc2/unit.py', 'shield_percentage', 'self')
4577 ('/sc2/unit.py', 'shield_percentage', 'shield_percentage_ret')
4578 ('/sc2/unit.py', 'energy', 'self')
4579 ('/sc2/unit.py', 'energy', 'energy_ret')
4580 ('/sc2/unit.py', 'energy_max', 'self')
4581 ('/sc2/unit.py', 'energy_max', 'energy_max_ret')
4582 ('/sc2/unit.py', 'energy_percentage', 'self')
4583 ('/sc2/unit.py', 'energy_percentage', 'energy_percentage_ret')
4584 ('/sc2/unit.py', 'is_snapshot', 'self')
4585 ('/sc2/unit.py', 'is_snapshot', 'is_snapshot_ret')
4586 ('/sc2/unit.py', 'is_visible', 'self')
4587 ('/sc2/unit.py', 'is_visible', 'is_visible_ret')
4588 ('/sc2/unit.py', 'alliance', 'self')
4589 ('/sc2/unit.py', 'alliance', 'alliance_ret')
4590 ('/sc2/unit.py', 'is_mine', 'self')
4591 ('/sc2/unit.py', 'is_mine', 'is_mine_ret')
4592 ('/sc2/unit.py', 'is_enemy', 'self')
4593 ('/sc2/unit.py', 'is_enemy', 'is_enemy_ret')
4594 ('/sc2/unit.py', 'owner_id', 'self')
4595 ('/sc2/unit.py', 'owner_id', 'owner_id_ret')
4596 ('/sc2/unit.py', 'position', 'self')
4597 ('/sc2/unit.py', 'position', 'position_ret')
4598 ('/sc2/unit.py', 'position3d', 'self')
4599 ('/sc2/unit.py', 'position3d', 'position3d_ret')
4600 ('/sc2/unit.py', 'distance_to', 'bot')
4601 ('/sc2/unit.py', 'distance_to', 'self')
4602 ('/sc2/unit.py', 'distance_to', 'p')
4603 ('/sc2/unit.py', 'distance_to', 'index')
4604 ('/sc2/unit.py', 'distance_to', 'distance_to_ret')
4605 ('/sc2/unit.py', 'facing', 'self')
4606 ('/sc2/unit.py', 'facing', 'facing_ret')
4607 ('/sc2/unit.py', 'radius', 'self')
4608 ('/sc2/unit.py', 'radius', 'radius_ret')
4609 ('/sc2/unit.py', 'detect_range', 'self')
4610 ('/sc2/unit.py', 'detect_range', 'detect_range_ret')
4611 ('/sc2/unit.py', 'radar_range', 'self')
4612 ('/sc2/unit.py', 'radar_range', 'radar_range_ret')
4613 ('/sc2/unit.py', 'build_progress', 'self')
4614 ('/sc2/unit.py', 'build_progress', 'build_progress_ret')
4615 ('/sc2/unit.py', 'is_ready', 'self')
4616 ('/sc2/unit.py', 'is_ready', 'is_ready_ret')
4617 ('/sc2/unit.py', 'cloak', 'self')
4618 ('/sc2/unit.py', 'cloak', 'cloak_ret')
4619 ('/sc2/unit.py', 'is_cloaked', 'self')
4620 ('/sc2/unit.py', 'is_cloaked', 'is_cloaked_ret')
4621 ('/sc2/unit.py', 'is_blip', 'self')
4622 ('/sc2/unit.py', 'is_blip', 'is_blip_ret')
4623 ('/sc2/unit.py', 'is_powered', 'self')
4624 ('/sc2/unit.py', 'is_powered', 'is_powered_ret')
4625 ('/sc2/unit.py', 'is_burrowed', 'self')
4626 ('/sc2/unit.py', 'is_burrowed', 'is_burrowed_ret')
4627 ('/sc2/unit.py', 'is_flying', 'self')
4628 ('/sc2/unit.py', 'is_flying', 'is_flying_ret')
4629 ('/sc2/unit.py', 'is_mineral_field', 'self')
4630 ('/sc2/unit.py', 'is_mineral_field', 'is_mineral_field_ret')
4631 ('/sc2/unit.py', 'is_vespene_geyser', 'self')
4632 ('/sc2/unit.py', 'is_vespene_geyser', 'is_vespene_geyser_ret')
4633 ('/sc2/unit.py', 'tech_alias', 'self')
4634 ('/sc2/unit.py', 'tech_alias', 'tech_alias_ret')
4635 ('/sc2/unit.py', 'unit_alias', 'self')
4636 ('/sc2/unit.py', 'unit_alias', 'unit_alias_ret')
4637 ('/sc2/unit.py', 'mineral_contents', 'self')
4638 ('/sc2/unit.py', 'mineral_contents', 'mineral_contents_ret')
4639 ('/sc2/unit.py', 'vespene_contents', 'self')
4640 ('/sc2/unit.py', 'vespene_contents', 'vespene_contents_ret')
4641 ('/sc2/unit.py', 'has_vespene', 'self')
4642 ('/sc2/unit.py', 'has_vespene', 'has_vespene_ret')
4643 ('/sc2/unit.py', 'weapon_cooldown', 'self')
4644 ('/sc2/unit.py', 'weapon_cooldown', 'weapon_cooldown_ret')
4645 ('/sc2/unit.py', 'has_cargo', 'self')
4646 ('/sc2/unit.py', 'has_cargo', 'has_cargo_ret')
4647 ('/sc2/unit.py', 'cargo_used', 'self')
4648 ('/sc2/unit.py', 'cargo_used', 'cargo_used_ret')
4649 ('/sc2/unit.py', 'cargo_max', 'self')
4650 ('/sc2/unit.py', 'cargo_max', 'cargo_max_ret')
4651 ('/sc2/unit.py', 'passengers', 'self')
4652 ('/sc2/unit.py', 'passengers', 'passengers_ret')
4653 ('/sc2/unit.py', 'passengers_tags', 'self')
4654 ('/sc2/unit.py', 'passengers_tags', 'passengers_tags_ret')
4655 ('/sc2/unit.py', 'target_in_range', 'bonus_distance')
4656 ('/sc2/unit.py', 'target_in_range', 'self')
4657 ('/sc2/unit.py', 'target_in_range', 'target')
4658 ('/sc2/unit.py', 'target_in_range', 'unit_attack_range')
4659 ('/sc2/unit.py', 'target_in_range', 'target_in_range_ret')
4660 ('/sc2/unit.py', 'is_carrying_minerals', 'self')
4661 ('/sc2/unit.py', 'is_carrying_minerals', 'is_carrying_minerals_ret')
4662 ('/sc2/unit.py', 'is_carrying_vespene', 'self')
4663 ('/sc2/unit.py', 'is_carrying_vespene', 'is_carrying_vespene_ret')
4664 ('/sc2/unit.py', 'is_selected', 'self')
4665 ('/sc2/unit.py', 'is_selected', 'is_selected_ret')
4666 ('/sc2/unit.py', 'orders', 'self')
4667 ('/sc2/unit.py', 'orders', 'o')
4668 ('/sc2/unit.py', 'orders', 'orders_ret')
4669 ('/sc2/unit.py', 'noqueue', 'self')
4670 ('/sc2/unit.py', 'noqueue', 'noqueue_ret')
4671 ('/sc2/unit.py', 'is_moving', 'self')
4672 ('/sc2/unit.py', 'is_moving', 'is_moving_ret')
4673 ('/sc2/unit.py', 'is_attacking', 'self')
4674 ('/sc2/unit.py', 'is_attacking', 'is_attacking_ret')
4675 ('/sc2/unit.py', 'is_patrolling', 'self')
4676 ('/sc2/unit.py', 'is_patrolling', 'is_patrolling_ret')
4677 ('/sc2/unit.py', 'is_gathering', 'self')
4678 ('/sc2/unit.py', 'is_gathering', 'is_gathering_ret')
4679 ('/sc2/unit.py', 'is_returning', 'self')
4680 ('/sc2/unit.py', 'is_returning', 'is_returning_ret')
4681 ('/sc2/unit.py', 'is_collecting', 'self')
4682 ('/sc2/unit.py', 'is_collecting', 'is_collecting_ret')
4683 ('/sc2/unit.py', 'is_constructing_scv', 'self')
4684 ('/sc2/unit.py', 'is_constructing_scv', 'is_constructing_scv_ret')
4685 ('/sc2/unit.py', 'is_repairing', 'self')
4686 ('/sc2/unit.py', 'is_repairing', 'is_repairing_ret')
4687 ('/sc2/unit.py', 'order_target', 'self')
4688 ('/sc2/unit.py', 'is_idle', 'self')
4689 ('/sc2/unit.py', 'is_idle', 'is_idle_ret')
4690 ('/sc2/unit.py', 'add_on_tag', 'self')
4691 ('/sc2/unit.py', 'add_on_tag', 'add_on_tag_ret')
4692 ('/sc2/unit.py', 'add_on_land_position', 'self')
4693 ('/sc2/unit.py', 'add_on_land_position', 'add_on_land_position_ret')
4694 ('/sc2/unit.py', 'has_add_on', 'self')
4695 ('/sc2/unit.py', 'has_add_on', 'has_add_on_ret')
4696 ('/sc2/unit.py', 'assigned_harvesters', 'self')
4697 ('/sc2/unit.py', 'assigned_harvesters', 'assigned_harvesters_ret')
4698 ('/sc2/unit.py', 'ideal_harvesters', 'self')
4699 ('/sc2/unit.py', 'ideal_harvesters', 'ideal_harvesters_ret')
4700 ('/sc2/unit.py', 'surplus_harvesters', 'self')
4701 ('/sc2/unit.py', 'surplus_harvesters', 'surplus_harvesters_ret')
4702 ('/sc2/unit.py', 'train', 'kwargs')
4703 ('/sc2/unit.py', 'train', 'self')
4704 ('/sc2/unit.py', 'train', 'unit')
4705 ('/sc2/unit.py', 'train', 'args')
4706 ('/sc2/unit.py', 'train', 'train_ret')
4707 ('/sc2/unit.py', 'build', 'kwargs')
4708 ('/sc2/unit.py', 'build', 'self')
4709 ('/sc2/unit.py', 'build', 'unit')
4710 ('/sc2/unit.py', 'build', 'args')
4711 ('/sc2/unit.py', 'build', 'build_ret')
4712 ('/sc2/unit.py', 'research', 'kwargs')
4713 ('/sc2/unit.py', 'research', 'self')
4714 ('/sc2/unit.py', 'research', 'upgrade')
4715 ('/sc2/unit.py', 'research', 'args')
4716 ('/sc2/unit.py', 'research', 'research_ret')
4717 ('/sc2/unit.py', 'has_buff', 'self')
4718 ('/sc2/unit.py', 'has_buff', 'buff')
4719 ('/sc2/unit.py', 'has_buff', 'has_buff_ret')
4720 ('/sc2/unit.py', 'warp_in', 'kwargs')
4721 ('/sc2/unit.py', 'warp_in', 'self')
4722 ('/sc2/unit.py', 'warp_in', 'unit')
4723 ('/sc2/unit.py', 'warp_in', 'placement')
4724 ('/sc2/unit.py', 'warp_in', 'args')
4725 ('/sc2/unit.py', 'warp_in', 'normal_creation_ability')
4726 ('/sc2/unit.py', 'warp_in', 'warp_in_ret')
4727 ('/sc2/unit.py', 'attack', 'kwargs')
4728 ('/sc2/unit.py', 'attack', 'self')
4729 ('/sc2/unit.py', 'attack', 'args')
4730 ('/sc2/unit.py', 'attack', 'attack_ret')
4731 ('/sc2/unit.py', 'gather', 'kwargs')
4732 ('/sc2/unit.py', 'gather', 'self')
4733 ('/sc2/unit.py', 'gather', 'args')
4734 ('/sc2/unit.py', 'gather', 'gather_ret')
4735 ('/sc2/unit.py', 'return_resource', 'kwargs')
4736 ('/sc2/unit.py', 'return_resource', 'self')
4737 ('/sc2/unit.py', 'return_resource', 'args')
4738 ('/sc2/unit.py', 'return_resource', 'return_resource_ret')
4739 ('/sc2/unit.py', 'move', 'kwargs')
4740 ('/sc2/unit.py', 'move', 'self')
4741 ('/sc2/unit.py', 'move', 'args')
4742 ('/sc2/unit.py', 'move', 'move_ret')
4743 ('/sc2/unit.py', 'scan_move', 'kwargs')
4744 ('/sc2/unit.py', 'scan_move', 'self')
4745 ('/sc2/unit.py', 'scan_move', 'args')
4746 ('/sc2/unit.py', 'scan_move', 'scan_move_ret')
4747 ('/sc2/unit.py', 'hold_position', 'kwargs')
4748 ('/sc2/unit.py', 'hold_position', 'self')
4749 ('/sc2/unit.py', 'hold_position', 'args')
4750 ('/sc2/unit.py', 'hold_position', 'hold_position_ret')
4751 ('/sc2/unit.py', 'stop', 'kwargs')
4752 ('/sc2/unit.py', 'stop', 'self')
4753 ('/sc2/unit.py', 'stop', 'args')
4754 ('/sc2/unit.py', 'stop', 'stop_ret')
4755 ('/sc2/unit.py', 'patrol', 'kwargs')
4756 ('/sc2/unit.py', 'patrol', 'self')
4757 ('/sc2/unit.py', 'patrol', 'args')
4758 ('/sc2/unit.py', 'patrol', 'patrol_ret')
4759 ('/sc2/unit.py', 'repair', 'kwargs')
4760 ('/sc2/unit.py', 'repair', 'self')
4761 ('/sc2/unit.py', 'repair', 'args')
4762 ('/sc2/unit.py', 'repair', 'repair_ret')
4763 ('/sc2/unit.py', '__init__', 'progress')
4764 ('/sc2/unit.py', '__init__', 'ability')
4765 ('/sc2/unit.py', '__init__', 'target')
4766 ('/sc2/position.py', 'rounded', 'self')
4767 ('/sc2/position.py', 'rounded', 'rounded_ret')
4768 ('/sc2/position.py', 'distance_to_point2', 'self')
4769 ('/sc2/position.py', 'distance_to_point2', 'p2')
4770 ('/sc2/position.py', 'distance_to_point2', 'distance_to_point2_ret')
4771 ('/sc2/position.py', 'sort_by_distance', 'self')
4772 ('/sc2/position.py', 'sort_by_distance', 'ps')
4773 ('/sc2/position.py', 'sort_by_distance', 'sort_by_distance_ret')
4774 ('/sc2/position.py', 'distance_to_closest', 'self')
4775 ('/sc2/position.py', 'distance_to_closest', 'ps')
4776 ('/sc2/position.py', 'distance_to_closest', 'closest_distance_squared')
4777 ('/sc2/position.py', 'distance_to_closest', 'p2')
4778 ('/sc2/position.py', 'distance_to_closest', 'distance')
4779 ('/sc2/position.py', 'distance_to_closest', 'distance_to_closest_ret')
4780 ('/sc2/position.py', 'distance_to_furthest', 'self')
4781 ('/sc2/position.py', 'distance_to_furthest', 'ps')
4782 ('/sc2/position.py', 'distance_to_furthest', 'furthest_distance_squared')
4783 ('/sc2/position.py', 'distance_to_furthest', 'p2')
4784 ('/sc2/position.py', 'distance_to_furthest', 'distance')
4785 ('/sc2/position.py', 'distance_to_furthest', 'distance_to_furthest_ret')
4786 ('/sc2/position.py', 'unit_axes_towards', 'self')
4787 ('/sc2/position.py', 'unit_axes_towards', 'p')
4788 ('/sc2/position.py', 'unit_axes_towards', 'unit_axes_towards_ret')
4789 ('/sc2/position.py', 'x', 'self')
4790 ('/sc2/position.py', 'x', 'x_ret')
4791 ('/sc2/position.py', 'y', 'self')
4792 ('/sc2/position.py', 'y', 'y_ret')
4793 ('/sc2/position.py', 'to2', 'self')
4794 ('/sc2/position.py', 'to2', 'to2_ret')
4795 ('/sc2/position.py', 'distance2_to', 'self')
4796 ('/sc2/position.py', 'distance2_to', 'other')
